Federal Provider Number,Provider Name,Provider City,Provider State,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Most Recent Health Inspection More Than 2 Years Ago,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,Latitude,Adjusted Total Nurse Staffing Hours per Resident per Day,Longitude
445223,RENAISSANCE TERRACE,HARRIMAN,TN,37748,Roane,For profit - Corporation,130,81,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,2.0,22.667,3,7,0,$0.00,0,0,"257 PATTON LANE
HARRIMAN, TN 37748
(35.884207, -84.617505)",09/01/2016,35.884207,3.92807,-84.617505
44E232,BLEDSOE COUNTY NURSING HOME,PIKEVILLE,TN,37367,Bledsoe,Government - County,50,38,Medicaid,False,False,Yes,4.0,4.0,1.0,1.0,14.0,0,1,0,$0.00,0,0,"107 WHEELERTOWN AVENUE
PIKEVILLE, TN 37367
(35.621331, -85.190582)",09/01/2016,35.621331,3.15113,-85.190582
435029,AVERA ROSEBUD COUNTRY CARE CENTER,GREGORY,SD,57533,Gregory,Non profit - Church related,42,39,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,5.0,16.667,0,0,0,$0.00,0,0,"300 PARK STREET
GREGORY, SD 57533
(43.228949, -99.435205)",09/01/2016,43.228949,4.17751,-99.435205
435111,WHITE SENIOR LIVING,WHITE,SD,57276,Brookings,For profit - Corporation,29,25,Medicare and Medicaid,False,True,Yes,4.0,3.0,4.0,5.0,32.667,0,0,0,$0.00,0,0,"200 SOUTH PATRICK AVENUE
WHITE, SD 57276
(44.432652, -96.643307)",09/01/2016,44.432652,3.96522,-96.643307
445221,THE KINGS DAUGHTERS AND SONS,BARTLETT,TN,38133,Shelby,Non profit - Corporation,108,97,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,2.0,38.667,0,1,0,$0.00,0,0,"3568 APPLING ROAD
BARTLETT, TN 38133
(35.222773, -89.807734)",09/01/2016,35.222773,4.85423,-89.807734
435082,GOOD SAMARITAN SOCIETY LENNOX,LENNOX,SD,57039,Lincoln,Non profit - Church related,59,48,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,4.0,42.667,1,0,0,$0.00,0,0,"404 EAST 6TH AVENUE
LENNOX, SD 57039
(43.349623, -96.88682)",09/01/2016,43.349623,3.55658,-96.88682
435092,HIGHMORE HEALTH,HIGHMORE,SD,57345,Hyde,For profit - Corporation,40,35,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,46.667,1,0,0,$0.00,0,0,"410 8TH STREET SE
HIGHMORE, SD 57345
(44.513034, -99.440137)",09/01/2016,44.513034,4.38342,-99.440137
435054,GOLDEN LIVINGCENTER - REDFIELD,REDFIELD,SD,57469,Spink,For profit - Corporation,65,58,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,3.0,72.0,0,1,0,$0.00,0,0,"1015 THIRD STREET EAST
REDFIELD, SD 57469
(44.870189, -98.513495)",09/01/2016,44.870189,3.27673,-98.513495
435094,WAKONDA HERITAGE MANOR,WAKONDA,SD,57073,Clay,Non profit - Corporation,33,30,Medicare and Medicaid,False,False,Yes,4.0,3.0,5.0,5.0,29.333,0,0,0,$0.00,0,0,"515 OHIO STREET
WAKONDA, SD 57073
(43.00403, -97.101949)",09/01/2016,43.00403,5.95219,-97.101949
445251,WAVERLY HEALTH CARE & REHABILITATION CENTER,WAVERLY,TN,37185,Humphreys,For profit - Corporation,100,60,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,32.667,0,0,0,$0.00,0,0,"895 POWERS BLVD
WAVERLY, TN 37185
(36.102536, -87.782135)",09/01/2016,36.102536,4.45816,-87.782135
455001,PHP THE OAKS AT BEAUMONT,BEAUMONT,TX,77707,Jefferson,For profit - Corporation,214,117,Medicare and Medicaid,False,False,Yes,2.0,3.0,1.0,2.0,71.333,0,0,0,$0.00,0,0,"4195 MILAM ST
BEAUMONT, TX 77707
(30.065679, -94.141845)",09/01/2016,30.065679,3.23227,-94.141845
435095,GOOD SAMARITAN SOCIETY SCOTLAND,SCOTLAND,SD,57059,Bon Homme,Non profit - Corporation,39,36,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,5.0,18.0,0,0,0,$0.00,0,0,"130 6TH STREET
SCOTLAND, SD 57059
(43.153791, -97.713457)",09/01/2016,43.153791,3.64632,-97.713457
445228,LIFE CARE CENTER OF GREENEVILLE,GREENEVILLE,TN,37743,Greene,For profit - Corporation,161,135,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,5.0,15.333,0,0,0,$0.00,0,0,"725 CRUM STREET
GREENEVILLE, TN 37743
(36.158396, -82.819446)",09/01/2016,36.158396,3.93172,-82.819446
44E166,HARDIN HOME,SAVANNAH,TN,38372,Hardin,For profit - Corporation,39,35,Medicaid,False,False,Yes,5.0,5.0,4.0,4.0,2.0,0,0,0,$0.00,0,0,"1620 WAYNE ROAD
SAVANNAH, TN 38372
(35.226543, -88.218812)",09/01/2016,35.226543,4.63419,-88.218812
435037,CLARKSON HEALTH CARE,RAPID CITY,SD,57702,Pennington,Non profit - Corporation,52,51,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,5.0,39.167,0,3,0,$0.00,0,0,"1015 MT VIEW RD
RAPID CITY, SD 57702
(44.076221, -103.252002)",09/01/2016,44.076221,3.93448,-103.252002
435090,FIVE COUNTIES NURSING HOME,LEMMON,SD,57638,Perkins,Non profit - Other,45,43,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,480.0,0,2,0,$0.00,1,1,"405 6TH AVENUE WEST
LEMMON, SD 57638
(45.93996, -102.167928)",09/01/2016,45.93996,3.62981,-102.167928
435077,BRYANT PARKVIEW CARE CENTER,BRYANT,SD,57221,Hamlin,Non profit - Corporation,26,24,Medicare and Medicaid,False,False,Yes,3.0,3.0,4.0,5.0,31.333,0,1,0,$0.00,0,0,"303 W 6TH AVE
BRYANT, SD 57221
(44.587327, -97.4741)",09/01/2016,44.587327,3.93748,-97.4741
435109,FIRESTEEL HEALTHCARE COMMUNITY,MITCHELL,SD,57301,Davison,For profit - Corporation,148,129,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,4.0,76.0,0,0,0,$0.00,0,0,"1120 EAST 7TH AVENUE
MITCHELL, SD 57301
(43.715584, -98.009844)",09/01/2016,43.715584,3.9003,-98.009844
435080,BETHESDA OF BERESFORD,BERESFORD,SD,57004,Union,Non profit - Church related,67,57,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,42.0,0,5,0,$0.00,0,0,"606 W CEDAR
BERESFORD, SD 57004
(43.083686, -96.782507)",09/01/2016,43.083686,4.76466,-96.782507
435068,GOLDEN LIVINGCENTER - WATERTOWN,WATERTOWN,SD,57201,Codington,For profit - Corporation,51,48,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,5.0,7.333,0,0,0,$0.00,0,0,"415 FOURTH AVE NE
WATERTOWN, SD 57201
(44.905888, -97.105237)",09/01/2016,44.905888,3.32816,-97.105237
445232,PINE MEADOWS HEALTH CARE AND REHABILITATION CENTER,BOLIVAR,TN,38008,Hardeman,For profit - Corporation,134,128,Medicare and Medicaid,False,False,Yes,2.0,4.0,1.0,2.0,18.0,0,0,0,$0.00,0,0,"700 NUCKOLLS ROAD
BOLIVAR, TN 38008
(35.269008, -89.000534)",09/01/2016,35.269008,3.07128,-89.000534
435069,TIESZEN MEMORIAL HOME,MARION,SD,57043,Turner,Non profit - Corporation,64,61,Medicare and Medicaid,False,False,Yes,3.0,3.0,4.0,5.0,30.0,0,0,0,$0.00,0,0,"312 EAST STATE ST
MARION, SD 57043
(43.426582, -97.254084)",09/01/2016,43.426582,3.6842,-97.254084
435035,BELLE FOURCHE HEALTHCARE COMMUNITY,BELLE FOURCHE,SD,57717,Butte,For profit - Corporation,83,73,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,141.333,0,0,0,$0.00,0,0,"2200 13TH AVE
BELLE FOURCHE, SD 57717
(44.6507, -103.841965)",09/01/2016,44.6507,4.15639,-103.841965
445249,DIVERSICARE OF MARTIN,MARTIN,TN,38237,Weakley,For profit - Corporation,150,82,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,3.0,13.333,0,0,0,$0.00,0,0,"158 MT PELIA RD
MARTIN, TN 38237
(36.333668, -88.86871)",09/01/2016,36.333668,3.682,-88.86871
435004,MANORCARE HEALTH SERVICES,ABERDEEN,SD,57401,Brown,For profit - Corporation,99,74,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,34.0,0,1,0,$0.00,0,0,"400 8TH AVENUE NW
ABERDEEN, SD 57401
(45.473888, -98.493754)",09/01/2016,45.473888,3.95488,-98.493754
435093,SUN DIAL MANOR,BRISTOL,SD,57219,Day,Non profit - Corporation,37,36,Medicare and Medicaid,False,False,Yes,5.0,4.0,5.0,5.0,24.0,0,0,0,$0.00,0,0,"410 SECOND STREET
BRISTOL, SD 57219
(45.342585, -97.751415)",09/01/2016,45.342585,4.50299,-97.751415
435084,FAULKTON SENIOR LIVING,FAULKTON,SD,57438,Faulk,For profit - Corporation,47,43,Medicare and Medicaid,False,False,Yes,5.0,4.0,4.0,5.0,20.667,0,0,0,$0.00,0,0,"1401 PEARL ST
FAULKTON, SD 57438
(45.031747, -99.133056)",09/01/2016,45.031747,4.09764,-99.133056
445218,GRACE HEALTHCARE OF CORDOVA,CORDOVA,TN,38018,Shelby,For profit - Corporation,240,189,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,2.0,81.333,0,7,0,$0.00,0,0,"955 GERMANTOWN PKWY
CORDOVA, TN 38018
(35.151156, -89.795397)",09/01/2016,35.151156,3.56166,-89.795397
435071,BETHESDA HOME,WEBSTER,SD,57274,Day,Non profit - Church related,50,50,Medicare and Medicaid,False,False,Yes,4.0,4.0,5.0,5.0,17.333,0,0,0,$0.00,0,0,"129 W HWY
WEBSTER, SD 57274
(45.340968, -97.522057)",09/01/2016,45.340968,4.82548,-97.522057
445246,JEFFERSON CITY HEALTH AND REHAB CENTER,JEFFERSON CITY,TN,37760,Jefferson,For profit - Corporation,170,137,Medicare and Medicaid,False,False,Yes,3.0,4.0,2.0,3.0,10.0,2,1,0,$0.00,0,0,"283 W BROADWAY BLVD
JEFFERSON CITY, TN 37760
(36.111545, -83.507674)",09/01/2016,36.111545,3.21832,-83.507674
435091,GOOD SAMARITAN SOCIETY TRIPP,TRIPP,SD,57376,Hutchinson,Non profit - Other,43,41,Medicare and Medicaid,False,False,Yes,3.0,4.0,2.0,4.0,24.667,0,1,0,$0.00,0,0,"300 N DOBSON ST
TRIPP, SD 57376
(43.227895, -97.962912)",09/01/2016,43.227895,3.18576,-97.962912
435047,GOLDEN LIVINGCENTER - PIERRE,PIERRE,SD,57501,Hughes,For profit - Corporation,72,66,Medicare and Medicaid,False,False,Yes,3.0,3.0,2.0,2.0,34.0,0,2,0,$0.00,0,0,"950 EAST PARK STREET
PIERRE, SD 57501
(44.358606, -100.339116)",09/01/2016,44.358606,3.2633,-100.339116
435105,WHEATCREST HILLS HEALTHCARE COMMUNITY,BRITTON,SD,57430,Marshall,For profit - Corporation,52,44,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,4.0,20.0,0,0,0,$0.00,0,0,"1311 VANDER
BRITTON, SD 57430
(45.79132, -97.759579)",09/01/2016,45.79132,3.45564,-97.759579
435078,AVERA EUREKA HEALTH CARE CENTER,EUREKA,SD,57437,Mc Pherson,Non profit - Corporation,56,50,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,4.0,48.667,0,0,0,$0.00,0,0,"202 J AVENUE
EUREKA, SD 57437
(45.767192, -99.614449)",09/01/2016,45.767192,3.36781,-99.614449
435055,GOLDEN LIVINGCENTER - IPSWICH,IPSWICH,SD,57451,Edmunds,For profit - Corporation,47,41,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,4.0,82.0,0,0,1,$27885.00,0,1,"617 BLOEMENDAAL DRIVE
IPSWICH, SD 57451
(45.450443, -99.0355)",09/01/2016,45.450443,3.24006,-99.0355
435106,GOOD SAMARITAN SOCIETY WAGNER,WAGNER,SD,57380,Charles Mix,Non profit - Corporation,60,58,Medicare and Medicaid,False,False,Yes,2.0,3.0,3.0,5.0,29.333,0,0,0,$0.00,0,0,"515 W HWY
WAGNER, SD 57380
(43.081715, -98.301592)",09/01/2016,43.081715,3.56455,-98.301592
435066,AVERA PRINCE OF PEACE,SIOUX FALLS,SD,57103,Minnehaha,Non profit - Corporation,90,80,Medicare and Medicaid,True,False,Yes,3.0,2.0,5.0,5.0,48.0,0,0,0,$0.00,0,0,"4513 SOUTH PRINCE OF PEACE PLACE
SIOUX FALLS, SD 57103
(43.503047, -96.684464)",09/01/2016,43.503047,4.46508,-96.684464
455061,ELSIE GAYER HEALTH CARE CENTER,SAN ANGELO,TX,76903,Tom Green,Government - Hospital district,69,57,Medicare and Medicaid,False,False,Yes,5.0,4.0,5.0,5.0,34.667,0,0,0,$0.00,0,0,"902 N MAIN ST
SAN ANGELO, TX 76903
(31.476717, -100.432265)",09/01/2016,31.476717,5.06098,-100.432265
455069,SCOTT AND WHITE MEMORIAL HOSPITAL,TEMPLE,TX,76504,Bell,Non profit - Corporation,29,28,Medicare,True,False,Yes,5.0,5.0,5.0,5.0,4.667,0,0,0,$0.00,0,0,"2401 SOUTH 31ST ST
TEMPLE, TX 76504
(31.078693, -97.365938)",09/01/2016,31.078693,6.3652,-97.365938
435076,BETHEL LUTHERAN HOME,MADISON,SD,57042,Lake,Non profit - Church related,59,57,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,5.0,26.0,0,0,0,$0.00,0,0,"1001 S EGAN AVE
MADISON, SD 57042
(43.993695, -97.113994)",09/01/2016,43.993695,3.917,-97.113994
435089,GOOD SAMARITAN SOCIETY CORSICA,CORSICA,SD,57328,Douglas,Non profit - Corporation,52,45,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,4.0,4.667,0,0,0,$0.00,0,0,"455 NORTH DAKOTA
CORSICA, SD 57328
(43.427413, -98.406759)",09/01/2016,43.427413,3.52942,-98.406759
435045,GOOD SAMARITAN SOCIETY SIOUX FALLS VILLAGE,SIOUX FALLS,SD,57106,Minnehaha,Non profit - Corporation,177,164,Medicare and Medicaid,False,False,Yes,3.0,2.0,5.0,5.0,57.333,4,2,0,$0.00,0,0,"3901 S MARION RD
SIOUX FALLS, SD 57106
(43.509335, -96.790905)",09/01/2016,43.509335,4.69915,-96.790905
435032,CUSTER REGIONAL SENIOR CARE,CUSTER,SD,57730,Custer,Non profit - Corporation,76,68,Medicare and Medicaid,True,False,Yes,1.0,1.0,3.0,3.0,360.0,0,2,0,$0.00,0,0,"1065 MONTGOMERY ST
CUSTER, SD 57730
(43.772443, -103.59221)",09/01/2016,43.772443,3.88727,-103.59221
445239,LIFE CARE CENTER OF MORGAN COUNTY,WARTBURG,TN,37887,Morgan,For profit - Individual,124,76,Medicare and Medicaid,False,False,Yes,5.0,5.0,4.0,4.0,3.333,0,0,0,$0.00,0,0,"419 SOUTH KINGSTON STREET
WARTBURG, TN 37887
(36.100221, -84.595072)",09/01/2016,36.100221,3.75037,-84.595072
44E251,SERENE MANOR MEDICAL CTR.,KNOXVILLE,TN,37917,Knox,Non profit - Other,79,72,Medicaid,False,False,Yes,1.0,2.0,3.0,3.0,42.0,0,4,0,$0.00,0,0,"970 WRAY ST
KNOXVILLE, TN 37917
(35.977026, -83.928246)",09/01/2016,35.977026,3.89914,-83.928246
435031,GOLDEN LIVINGCENTER - COVINGTON HEIGHTS,SIOUX FALLS,SD,57106,Minnehaha,For profit - Corporation,109,102,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,5.0,111.167,0,0,3,$5070.00,1,4,"3900 S CATHY AVE
SIOUX FALLS, SD 57106
(43.510352, -96.789244)",09/01/2016,43.510352,3.19058,-96.789244
435050,GOLDEN LIVINGCENTER - ARLINGTON,ARLINGTON,SD,57212,Kingsbury,For profit - Corporation,45,35,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,5.0,34.0,0,1,0,$0.00,0,0,"120 CARE CENTER ROAD
ARLINGTON, SD 57212
(44.368157, -97.131128)",09/01/2016,44.368157,3.41689,-97.131128
435039,SOUTHRIDGE HEALTH CARE CENTER,SIOUX FALLS,SD,57105,Minnehaha,For profit - Individual,110,81,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,4.0,205.167,3,33,1,$46410.00,1,2,"3600 SOUTH NORTON AVENUE
SIOUX FALLS, SD 57105
(43.511887, -96.734932)",09/01/2016,43.511887,3.40766,-96.734932
435062,"ALCESTER CARE AND REHAB CENTER, INC",ALCESTER,SD,57001,Union,For profit - Corporation,50,45,Medicare and Medicaid,False,False,Yes,3.0,3.0,2.0,4.0,41.333,0,0,0,$0.00,0,0,"101 CHURCH STREET
ALCESTER, SD 57001
(43.019929, -96.626082)",09/01/2016,43.019929,3.14105,-96.626082
435104,GOOD SAMARITAN SOCIETY NEW UNDERWOOD,NEW UNDERWOOD,SD,57761,Pennington,Non profit - Church related,37,35,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,44.667,0,0,1,$1593.00,0,1,"412 SOUTH MADISON
NEW UNDERWOOD, SD 57761
(44.092668, -102.832083)",09/01/2016,44.092668,3.77337,-102.832083
435060,GOLDEN LIVINGCENTER - BELLA VISTA,RAPID CITY,SD,57701,Pennington,For profit - Corporation,78,73,Medicare and Medicaid,False,False,Yes,1.0,2.0,2.0,4.0,68.0,0,2,0,$0.00,0,0,"302 ST CLOUD STREET
RAPID CITY, SD 57701
(44.071686, -103.224118)",09/01/2016,44.071686,2.89394,-103.224118
435098,GOOD SAMARITAN SOCIETY TYNDALL,TYNDALL,SD,57066,Bon Homme,Non profit - Corporation,69,61,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,4.0,26.667,0,0,0,$0.00,0,0,"2304 LAUREL STREET
TYNDALL, SD 57066
(42.998506, -97.864079)",09/01/2016,42.998506,3.33378,-97.864079
455020,COLONIAL MANOR CARE CENTER,NEW BRAUNFELS,TX,78130,Comal,For profit - Corporation,132,132,Medicare and Medicaid,False,False,Yes,1.0,2.0,1.0,1.0,109.333,0,9,0,$0.00,0,0,"821 US HWY
NEW BRAUNFELS, TX 78130
(29.739716, -98.091414)",09/01/2016,29.739716,3.33781,-98.091414
435038,TEKAKWITHA LIVING CENTER,SISSETON,SD,57262,Roberts,Non profit - Corporation,62,51,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,3.0,52.667,0,0,0,$0.00,0,0,"6 E CHESTNUT
SISSETON, SD 57262
(45.667433, -97.049898)",09/01/2016,45.667433,3.76215,-97.049898
44E165,HARBERT HILLS ACADEMY N H,SAVANNAH,TN,38372,Hardin,Non profit - Corporation,49,49,Medicaid,False,False,Yes,5.0,4.0,3.0,2.0,17.333,0,0,0,$0.00,0,0,"3575 LONESOME PINE ROAD
SAVANNAH, TN 38372
(35.209984, -88.063974)",09/01/2016,35.209984,4.84563,-88.063974
445244,LIFE CARE CENTER OF CLEVELAND,CLEVELAND,TN,37311,Bradley,For profit - Corporation,142,127,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,44.0,0,0,0,$0.00,0,0,"3530 KEITH ST NW
CLEVELAND, TN 37311
(35.192279, -84.861659)",09/01/2016,35.192279,4.23051,-84.861659
435049,GOLDEN LIVINGCENTER - SALEM,SALEM,SD,57058,Mc Cook,For profit - Corporation,58,50,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,4.0,87.333,0,3,0,$0.00,0,0,"500 COLONIAL DRIVE
SALEM, SD 57058
(43.718961, -97.382553)",09/01/2016,43.718961,3.67743,-97.382553
435070,AVERA SR JAMES CARE CENTER/AVERA YANKTON CARE CENT,YANKTON,SD,57078,Yankton,Non profit - Corporation,187,183,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,5.0,21.333,0,0,0,$0.00,0,0,"2111 WEST 11TH STREET
YANKTON, SD 57078
(42.879881, -97.431794)",09/01/2016,42.879881,3.54209,-97.431794
435088,CENTERVILLE CARE AND REHAB CENTER,CENTERVILLE,SD,57014,Turner,Non profit - Other,38,36,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,4.0,81.333,0,2,0,$0.00,0,0,"500 VERMILLION ST
CENTERVILLE, SD 57014
(43.119685, -96.955689)",09/01/2016,43.119685,3.37797,-96.955689
435061,AVERA BRADY HEALTH AND REHAB,MITCHELL,SD,57301,Davison,Non profit - Church related,84,84,Medicare and Medicaid,False,False,Yes,5.0,4.0,4.0,5.0,20.667,0,0,0,$0.00,0,0,"500 S OHLMAN
MITCHELL, SD 57301
(43.706041, -98.046929)",09/01/2016,43.706041,4.09087,-98.046929
435053,GOLDEN LIVINGCENTER - MADISON,MADISON,SD,57042,Lake,For profit - Corporation,61,58,Medicare and Medicaid,False,False,Yes,1.0,3.0,1.0,1.0,30.667,0,0,0,$0.00,0,0,"718 NE 8TH ST
MADISON, SD 57042
(44.013462, -97.104684)",09/01/2016,44.013462,3.11113,-97.104684
445252,LIFE CARE CENTER OF CENTERVILLE,CENTERVILLE,TN,37033,Hickman,For profit - Corporation,132,75,Medicare and Medicaid,False,False,Yes,3.0,2.0,3.0,3.0,35.333,0,1,0,$0.00,0,0,"112 OLD DICKSON RD
CENTERVILLE, TN 37033
(35.78482, -87.4657)",09/01/2016,35.78482,3.79333,-87.4657
435086,RIVERVIEW HEALTHCARE COMMUNITY,FLANDREAU,SD,57028,Moody,For profit - Corporation,63,58,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,53.333,0,0,0,$0.00,0,0,"611 EAST 2ND AVE
FLANDREAU, SD 57028
(44.04949, -96.582067)",09/01/2016,44.04949,3.82516,-96.582067
435074,GOOD SAMARITAN SOCIETY DE SMET,DE SMET,SD,57231,Kingsbury,Non profit - Church related,38,32,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,5.0,18.0,0,0,0,$0.00,0,0,"411 CALUMET AVENUE NW
DE SMET, SD 57231
(44.383744, -97.549725)",09/01/2016,44.383744,3.27575,-97.549725
435057,GOLDEN LIVINGCENTER - ARMOUR,ARMOUR,SD,57313,Douglas,For profit - Corporation,43,40,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,5.0,20.667,0,0,0,$0.00,0,0,"106 BRADDOCK
ARMOUR, SD 57313
(43.311791, -98.344907)",09/01/2016,43.311791,3.78584,-98.344907
445242,GREYSTONE HEALTH CARE CENTER,BLOUNTVILLE,TN,37617,Sullivan,For profit - Corporation,160,75,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,3.0,50.0,1,9,0,$0.00,0,0,"181 DUNLAP ROAD
BLOUNTVILLE, TN 37617
(36.476515, -82.416009)",09/01/2016,36.476515,4.27539,-82.416009
435046,GOOD SAMARITAN SOCIETY SIOUX FALLS CENTER,SIOUX FALLS,SD,57104,Minnehaha,Non profit - Church related,98,94,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,62.333,0,0,0,$0.00,0,0,"401 WEST SECOND STREET
SIOUX FALLS, SD 57104
(43.556432, -96.732111)",09/01/2016,43.556432,3.94017,-96.732111
445240,LIFE CARE CENTER OF RED BANK,CHATTANOOGA,TN,37405,Hamilton,For profit - Corporation,148,110,Medicare and Medicaid,False,False,Yes,2.0,3.0,2.0,2.0,22.667,2,2,0,$0.00,0,0,"1020 RUNYAN DR
CHATTANOOGA, TN 37405
(35.108611, -85.318789)",09/01/2016,35.108611,3.5203,-85.318789
44E445,BAPTIST HEALTH CARE CENTER,LENOIR CITY,TN,37771,Loudon,Non profit - Church related,104,64,Medicaid,False,False,Yes,5.0,5.0,4.0,4.0,5.333,2,4,0,$0.00,0,0,"700 WILLIAMS FERRY RD
LENOIR CITY, TN 37771
(35.841656, -84.296638)",09/01/2016,35.841656,3.84364,-84.296638
435096,BETHANY HOME SIOUX FALLS,SIOUX FALLS,SD,57105,Minnehaha,Non profit - Church related,52,47,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,26.667,0,2,0,$0.00,0,0,"1901 SOUTH HOLLY AVENUE
SIOUX FALLS, SD 57105
(43.528156, -96.754248)",09/01/2016,43.528156,5.17454,-96.754248
435087,GOOD SAMARITAN SOCIETY CANISTOTA,CANISTOTA,SD,57012,Mc Cook,Non profit - Corporation,55,49,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,5.0,14.667,0,0,0,$0.00,1,1,"700 WEST MAIN ST
CANISTOTA, SD 57012
(43.597981, -97.298063)",09/01/2016,43.597981,3.51275,-97.298063
435036,JENKINS LIVING CENTER,WATERTOWN,SD,57201,Codington,Non profit - Corporation,162,151,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,5.0,54.0,1,0,0,$0.00,0,0,"215 SOUTH MAPLE STREET
WATERTOWN, SD 57201
(44.904367, -97.111121)",09/01/2016,44.904367,3.97387,-97.111121
445220,SPRING GATE REHAB & HEALTHCARE CENTER,MEMPHIS,TN,38135,Shelby,For profit - Partnership,233,195,Medicare and Medicaid,False,False,Yes,3.0,3.0,2.0,2.0,28.0,0,8,0,$0.00,0,0,"3909 COVINGTON PIKE
MEMPHIS, TN 38135
(35.232239, -89.889902)",09/01/2016,35.232239,3.44247,-89.889902
435040,GOLDEN LIVINGCENTER - PRAIRIE HILLS,RAPID CITY,SD,57702,Pennington,For profit - Corporation,101,92,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,3.0,229.667,1,10,0,$0.00,0,0,"916 MOUNTAIN VIEW ROAD
RAPID CITY, SD 57702
(44.07732, -103.252028)",09/01/2016,44.07732,3.2013,-103.252028
445225,SIGNATURE HEALTHCARE AT METHODIST,MEMPHIS,TN,38104,Shelby,For profit - Corporation,44,17,Medicare,False,False,Yes,4.0,4.0,4.0,4.0,18.0,0,0,0,$0.00,0,0,"1265 UNION AVENUE
MEMPHIS, TN 38104
(35.137088, -90.019145)",09/01/2016,35.137088,4.47541,-90.019145
445116,"NHC HEALTHCARE, SMITHVILLE",SMITHVILLE,TN,37166,De Kalb,For profit - Corporation,114,97,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,30.0,1,1,0,$0.00,0,0,"825 FISHER AVE
SMITHVILLE, TN 37166
(35.949981, -85.820001)",09/01/2016,35.949981,4.12839,-85.820001
445217,PINE RIDGE CARE & REHABILITATION CENTER,ELIZABETHTON,TN,37643,Carter,For profit - Corporation,94,79,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,4.0,3.333,0,0,0,$0.00,0,0,"1200 SPRUCE LANE
ELIZABETHTON, TN 37643
(36.336235, -82.211343)",09/01/2016,36.336235,3.46911,-82.211343
445172,KINDRED NURSING AND REHABILITATION-SMITH COUNTY,CARTHAGE,TN,37030,Smith,For profit - Partnership,128,80,Medicare and Medicaid,False,False,Yes,1.0,2.0,1.0,2.0,48.667,4,0,1,$12155.00,0,1,"112 HEALTH CARE DR
CARTHAGE, TN 37030
(36.263097, -85.949549)",09/01/2016,36.263097,3.14376,-85.949549
