index,Provider Name,Provider State,Federal Provider Number,Provider SSA County Code,Provider County Name,Overall Rating,Location,Latitude,Longitude
13944,THE ARTHUR B HODGES CENTER,WV,515193,190,Kanawha,5.0,"300 BAKER LANE
CHARLESTON, WV 25302
(38.37394, -81.635427)",38.37394,-81.635427
13950,CROSSROADS CARE CENTER OF WEYAUWEGA,WI,525315,670,Waupaca,5.0,"717 E ALFRED ST
WEYAUWEGA, WI 54983
(44.320042, -88.917758)",44.320042,-88.917758
13951,ST CLARE MEADOWS CARE CTR,WI,525317,550,Sauk,5.0,"1414 JEFFERSON ST
BARABOO, WI 53913
(43.479175, -89.728323)",43.479175,-89.728323
13957,JEWISH HOME AND CARE CENTER,WI,525172,390,Milwaukee,5.0,"1414 N PROSPECT AVE
MILWAUKEE, WI 53202
(43.048762, -87.894598)",43.048762,-87.894598
13958,LINDENGROVE NEW BERLIN,WI,525064,660,Waukesha,5.0,"13755 W FIELDPOINTE DR
NEW BERLIN, WI 53151
(42.989509, -88.086074)",42.989509,-88.086074
13964,SAUK CO HEALTH CARE CENTER,WI,525114,550,Sauk,5.0,"1051 CLARK ST
REEDSBURG, WI 53959
(43.531544, -90.031129)",43.531544,-90.031129
13967,MANORCARE HEALTH SERVICES,WI,525274,190,Fond Du Lac,5.0,"265 S NATIONAL AVE
FOND DU LAC, WI 54935
(43.771212, -88.421524)",43.771212,-88.421524
13974,ALDEN ESTATES OF JEFFERSON,WI,525271,270,Jefferson,5.0,"1130 COLLINS ROAD
JEFFERSON, WI 53549
(42.993923, -88.825779)",42.993923,-88.825779
13980,PEABODY MANOR,WI,525548,690,Winnebago,5.0,"2600 S HERITAGE WOODS DR
APPLETON, WI 54915
(44.238377, -88.414667)",44.238377,-88.414667
13982,GOOD SHEPHERD SERVICES LTD,WI,525509,430,Outagamie,5.0,"607 BRONSON RD
SEYMOUR, WI 54165
(44.522264, -88.322215)",44.522264,-88.322215
13987,WHEATON FRANCISCAN HC - LAKESHORE MANOR,WI,525495,500,Racine,5.0,"1320 WISCONSIN AVE
RACINE, WI 53403
(42.716329, -87.783663)",42.716329,-87.783663
13990,ALEXIAN VILLAGE OF MILWAUKEE,WI,525523,390,Milwaukee,5.0,"9255 N 76TH ST
MILWAUKEE, WI 53223
(43.186746, -88.004395)",43.186746,-88.004395
13998,OREGON MANOR,WI,525536,120,Dane,5.0,"354 N MAIN ST
OREGON, WI 53575
(42.931629, -89.383532)",42.931629,-89.383532
14000,BETHANY HOME,WI,525538,670,Waupaca,5.0,"1226 BERLIN ST
WAUPACA, WI 54981
(44.344243, -89.081387)",44.344243,-89.081387
14008,RENNES HEALTH AND REHAB CENTER-EAST,WI,525457,370,Marinette,5.0,"701 WILLOW ST
PESHTIGO, WI 54157
(45.06413, -87.73249)",45.06413,-87.73249
14009,SAINT JOHNS ON THE LAKE,WI,525539,390,Milwaukee,5.0,"1840 N PROSPECT AVE
MILWAUKEE, WI 53202
(43.0542, -87.889433)",43.0542,-87.889433
14015,NEILLSVILLE CARE AND REHAB,WI,525629,90,Clark,5.0,"316 SUNSET PLACE
NEILLSVILLE, WI 54456
(44.557902, -90.607038)",44.557902,-90.607038
14017,NEW GLARUS HOME,WI,525630,220,Green,5.0,"600 2ND AVE
NEW GLARUS, WI 53574
(42.818124, -89.639101)",42.818124,-89.639101
14021,WHEATON FRANCISCAN HC - FRANCISCAN WOODS,WI,525528,660,Waukesha,5.0,"19525 W NORTH AVE
BROOKFIELD, WI 53045
(43.061321, -88.155073)",43.061321,-88.155073
14022,CLEARVIEW,WI,525453,130,Dodge,5.0,"198 COUNTY
JUNEAU, WI 53039
(43.415505, -88.698746)",43.415505,-88.698746
14029,OAKBROOK HEALTH AND REHABILITATION,WI,525472,90,Clark,5.0,"206 W PROSPECT ST
THORP, WI 54771
(44.957741, -90.80373)",44.957741,-90.80373
14031,NEIGHBORS - CENTRAL NEIGHBORHOOD (THE),WI,525433,160,Dunn,5.0,"2901 FORBES AVE
MENOMONIE, WI 54751
(44.887271, -91.890738)",44.887271,-91.890738
14032,GRANCARE NURSING AND REHAB CTR,WI,525522,190,Fond Du Lac,5.0,"517 E DIVISION ST
FOND DU LAC, WI 54935
(43.778647, -88.427489)",43.778647,-88.427489
14033,CARE AGE OF BROOKFIELD,WI,525519,660,Waukesha,5.0,"1755 N BARKER RD
BROOKFIELD, WI 53045
(43.055106, -88.166469)",43.055106,-88.166469
14035,CHIPPEWA MANOR NURSING HOME,WI,525419,80,Chippewa,5.0,"222 CHAPMAN RD
CHIPPEWA FALLS, WI 54729
(44.915776, -91.386709)",44.915776,-91.386709
14039,LUTHERAN HOME,WI,525545,390,Milwaukee,5.0,"7500 W NORTH AVE
WAUWATOSA, WI 53213
(43.060791, -88.006117)",43.060791,-88.006117
14043,ATRIUM POST ACUTE CARE OF OCONTO FALLS,WI,525449,410,Oconto,5.0,"100 E HIGHLAND DR
OCONTO FALLS, WI 54154
(44.882727, -88.148851)",44.882727,-88.148851
14045,AUGUSTA HEALTH AND REHABILITATION,WI,525535,170,Eau Claire,5.0,"901 BRIDGE CREEK LANE
AUGUSTA, WI 54722
(44.681547, -91.130123)",44.681547,-91.130123
14051,MARYHILL MANOR,WI,525467,370,Marinette,5.0,"501 MADISON AVE
NIAGARA, WI 54151
(45.781186, -88.007046)",45.781186,-88.007046
14054,ALGOMA MEDICAL CENTER,WI,525533,300,Kewaunee,5.0,"1510 FREMONT ST
ALGOMA, WI 54201
(44.606818, -87.452765)",44.606818,-87.452765
14062,RIVER'S BEND HEALTH AND REHABILITATION,WI,525475,350,Manitowoc,5.0,"960 S RAPIDS RD
MANITOWOC, WI 54220
(44.088832, -87.707091)",44.088832,-87.707091
14064,GOLDEN LIVINGCENTER-VALLEY OF HAYWARD,WI,525434,560,Sawyer,5.0,"10775 NYMAN AVE
HAYWARD, WI 54843
(46.022739, -91.488237)",46.022739,-91.488237
14075,DOVE HEALTHCARE - BLOOMER,WI,525479,80,Chippewa,5.0,"1501 THOMPSON ST
BLOOMER, WI 54724
(45.102016, -91.500572)",45.102016,-91.500572
14076,ST CROIX HEALTH CENTER,WI,525468,540,St. Croix,5.0,"1445 N FOURTH ST
NEW RICHMOND, WI 54017
(45.129956, -92.553181)",45.129956,-92.553181
14082,ST ANNE'S SALVATORIAN CAMPUS,WI,525524,390,Milwaukee,5.0,"3800 N 92ND ST
MILWAUKEE, WI 53222
(43.086394, -88.02761)",43.086394,-88.02761
14084,MARKESAN RESIDENT HOME,WI,525550,230,Green Lake,5.0,"1130 N MARGARET
MARKESAN, WI 53946
(43.717453, -88.99056)",43.717453,-88.99056
14089,HILLSIDE MANOR,WI,525447,130,Dodge,5.0,"803 S UNIVERSITY AVE
BEAVER DAM, WI 53916
(43.447622, -88.827988)",43.447622,-88.827988
14090,OAKWOOD VILLA,WI,525454,170,Eau Claire,5.0,"2512 NEW PINE DR
ALTOONA, WI 54720
(44.808211, -91.450643)",44.808211,-91.450643
14092,HOMME HOME FOR THE AGING,WI,525527,570,Shawano,5.0,"604 S WEBB ST
WITTENBERG, WI 54499
(44.821734, -89.167787)",44.821734,-89.167787
14093,SHEBOYGAN PROGRESSIVE CARE CTR,WI,525511,580,Sheboygan,5.0,"1902 MEAD AVE
SHEBOYGAN, WI 53081
(43.727921, -87.730427)",43.727921,-87.730427
14096,ATRIUM POST ACUTE CARE OF TWO RIVERS,WI,525664,350,Manitowoc,5.0,"1 HAMILTON DR
TWO RIVERS, WI 54241
(44.159542, -87.558045)",44.159542,-87.558045
14099,VILLA LORETTO NURSING HOME,WI,525621,190,Fond Du Lac,5.0,"N8114 COUNTY
MOUNT CALVARY, WI 53057
(43.835505, -88.24174)",43.835505,-88.24174
14100,RIDGEVIEW TERRACE LONG TERM CARE,WI,525667,550,Sauk,5.0,"2350 N DEWEY AVE
REEDSBURG, WI 53959
(43.55411, -89.994584)",43.55411,-89.994584
14103,SHIELDS NURSING CENTER,CA,555364,60,Contra Costa,5.0,"3230 CARLSON BOULEVARD
EL CERRITO, CA 94530
(37.901297, -122.304079)",37.901297,-122.304079
14112,MERCY MANOR TRANSITION CENTER,WI,525666,520,Rock,5.0,"1000 MINERAL POINT AVE
JANESVILLE, WI 53547
(42.686744, -89.032725)",42.686744,-89.032725
14114,VILLA MARINA HEALTH AND REHAB CTR,WI,525613,150,Douglas,5.0,"35 N 28TH ST
SUPERIOR, WI 54880
(46.706167, -92.079255)",46.706167,-92.079255
14116,COLFAX HEALTH AND REHABILITATION CENTER,WI,525691,160,Dunn,5.0,"110 PARK DRIVE
COLFAX, WI 54730
(44.991868, -91.726145)",44.991868,-91.726145
14122,ALAMEDA HOSPITAL D/P SNF,CA,555381,0,Alameda,5.0,"2070 CLINTON AVE
ALAMEDA, CA 94501
(37.76323, -122.253541)",37.76323,-122.253541
14123,BROWN CTY COMM TREATMENT CTR-BAYSHORE VILLAGE,WI,525693,40,Brown,5.0,"3150 GERSHWIN DRIVE
GREEN BAY, WI 54311
(44.523842, -87.926127)",44.523842,-87.926127
14126,SUNNY VIEW MANOR,CA,555342,530,Santa Clara,5.0,"22445 CUPERTINO ROAD
CUPERTINO, CA 95014
(37.323078, -122.067857)",37.323078,-122.067857
14127,PARK VIEW HEALTH CENTER,WI,525638,690,Winnebago,5.0,"725 BUTLER AVE
OSHKOSH, WI 54901
(44.076914, -88.528878)",44.076914,-88.528878
14130,MANORCARE  HEALTH SERVICES (CITRUS HEIGHTS),CA,555337,440,Sacramento,5.0,"7807 UPLANDS WAY
CITRUS HEIGHTS, CA 95610
(38.66679, -121.275205)",38.66679,-121.275205
14132,PINE HAVEN CHRISTIAN HOME,WI,525676,580,Sheboygan,5.0,"220 HAVEN DRIVE
SHEBOYGAN FALLS, WI 53085
(43.718323, -87.819211)",43.718323,-87.819211
14133,HOPE HEALTH AND REHAB,WI,525642,130,Dodge,5.0,"438 ASHFORD AVE
LOMIRA, WI 53048
(43.588553, -88.437481)",43.588553,-88.437481
14134,SARAH CHUDNOW CAMPUS,WI,525682,440,Ozaukee,5.0,"10995 N MARKET ST
MEQUON, WI 53092
(43.219687, -87.929175)",43.219687,-87.929175
14135,VILLA HEALTH CARE CENTER,CA,555353,430,Riverside,5.0,"8965 MAGNOLIA AVENUE
RIVERSIDE, CA 92503
(33.925851, -117.437007)",33.925851,-117.437007
14136,BAYSIDE CARE CENTER,CA,555371,500,San Luis Obispo,5.0,"1405 TERESA DR
MORRO BAY, CA 93442
(35.364903, -120.825042)",35.364903,-120.825042
14139,ASPIRUS CARE & REHAB-MEDFORD,WI,525641,590,Taylor,5.0,"135 S GIBSON ST
MEDFORD, WI 54451
(45.135393, -90.354042)",45.135393,-90.354042
14142,SCHMITT WOODLAND HILLS,WI,525671,510,Richland,5.0,"1400 W SEMINARY ST
RICHLAND CENTER, WI 53581
(43.33435, -90.400021)",43.33435,-90.400021
14143,ATTIC ANGEL PLACE HEALTH CENTER,WI,525644,120,Dane,5.0,"8301 OLD SAUK RD
MIDDLETON, WI 53562
(43.074774, -89.527076)",43.074774,-89.527076
14146,LAKEVIEW MANOR,WI,525698,670,Waupaca,5.0,"912 MANOR DRIVE
WEYAUWEGA, WI 54983
(44.333842, -88.954709)",44.333842,-88.954709
14147,WATER'S EDGE,WI,525632,560,Sawyer,5.0,"11040 NORTH STATE RD
HAYWARD, WI 54843
(46.058788, -91.510122)",46.058788,-91.510122
14151,DOVE HEALTHCARE-SOUTH,WI,525701,170,Eau Claire,5.0,"3656 MALL DRIVE
EAU CLAIRE, WI 54701
(44.779051, -91.460679)",44.779051,-91.460679
14157,SARATOGA RETIREMENT COMMUNITY HEALTH CENTER,CA,555343,530,Santa Clara,5.0,"14500 FRUITVALE AVENUE
SARATOGA, CA 95070
(37.257104, -122.01367)",37.257104,-122.01367
14163,GOLDEN YEARS HEALTH CENTER,WI,525677,630,Walworth,5.0,"270 RIDGE ROAD
WALWORTH, WI 53184
(42.528194, -88.584763)",42.528194,-88.584763
14164,GUNDERSEN TRI-COUNTY CARE CENTER,WI,525679,600,Trempealeau,5.0,"18601 LINCOLN ST
WHITEHALL, WI 54773
(44.364827, -91.318648)",44.364827,-91.318648
14165,ST DOMINIC VILLA,WI,525660,210,Grant,5.0,"2375 SINSINAWA RD
HAZEL GREEN, WI 53811
(42.521425, -90.538324)",42.521425,-90.538324
14166,LAKELAND HEALTH CARE CTR,WI,525625,630,Walworth,5.0,"1922 CTY RD
ELKHORN, WI 53121
(42.662579, -88.492451)",42.662579,-88.492451
14172,LINCOLN GLEN SKILLED NURSING,CA,555363,530,Santa Clara,5.0,"2671 PLUMMER AVENUE
SAN JOSE, CA 95125
(37.276926, -121.895135)",37.276926,-121.895135
14177,BRUCEVILLE TERRACE-D/P SNF OF METHODIST HOSP,CA,555344,440,Sacramento,5.0,"8151 BRUCEVILLE ROAD
SACRAMENTO, CA 95823
(38.460579, -121.417157)",38.460579,-121.417157
14178,PIONEER NURSING HOME,WI,525652,20,Barron,5.0,"530 RIVER AVE S
PRAIRIE FARM, WI 54762
(45.235092, -91.983214)",45.235092,-91.983214
14179,WOODS CROSSING AT WOODS POINT,WI,525683,520,Rock,5.0,"E401 23RD ST
BRODHEAD, WI 53520
(42.608085, -89.364026)",42.608085,-89.364026
14181,SAMARITAN'S CEDAR CROSSING SUBACUTE UNIT,WI,525618,650,Washington,5.0,"3200 W PLEASANT VALLEY RD
WEST BEND, WI 53095
(43.353318, -88.196576)",43.353318,-88.196576
14183,ALLIANCE EL MONTE CARE CENTER,CA,555374,200,Los Angeles,5.0,"5043 N PECK RD
EL MONTE, CA 91732
(34.094789, -118.012679)",34.094789,-118.012679
14187,OAKWOOD VILLAGE EAST HEALTH AND REHAB CENTER,WI,525692,120,Dane,5.0,"5833 AMERICAN PARKWAY
MADISON, WI 53718
(43.156733, -89.285328)",43.156733,-89.285328
14192,NORTH STARR POSTACUTE CARE,CA,555347,600,Stanislaus,5.0,"180 STARR AVENUE
TURLOCK, CA 95380
(37.502405, -120.846869)",37.502405,-120.846869
14195,"ST PAUL ELDER SERVICES, INC",WI,525617,430,Outagamie,5.0,"316 EAST 14TH STREET
KAUKAUNA, WI 54130
(44.268294, -88.271451)",44.268294,-88.271451
14199,FREDERIC NURSING AND REHAB COMMUNITY,WI,525665,470,Polk,5.0,"205 UNITED WAY
FREDERIC, WI 54837
(45.643298, -92.464719)",45.643298,-92.464719
14200,MILWAUKEE CATHOLIC HOME,WI,525635,390,Milwaukee,5.0,"2330 N PROSPECT AVE
MILWAUKEE, WI 53211
(43.060505, -87.883378)",43.060505,-87.883378
14204,GRAND VIEW CARE CTR,WI,525624,600,Trempealeau,5.0,"620 GRAND VIEW AVE
BLAIR, WI 54616
(44.291535, -91.23762)",44.291535,-91.23762
14206,CREEKSIDE  CENTER,CA,555387,490,San Joaquin,5.0,"9107 N DAVIS ROAD
STOCKTON, CA 95209
(38.032765, -121.331806)",38.032765,-121.331806
14209,DANVILLE REHABILITATION,CA,555376,60,Contra Costa,5.0,"336 DIABLO ROAD
DANVILLE, CA 94526
(37.822998, -121.996851)",37.822998,-121.996851
14210,CORNELL AREA CARE CENTER,WI,525637,80,Chippewa,5.0,"320 N 7TH ST
CORNELL, WI 54732
(45.170605, -91.143289)",45.170605,-91.143289
14216,SKY VIEW NURSING CENTER,WI,52A429,250,Iron,5.0,"309 IRON ST
HURLEY, WI 54534
(46.448066, -90.184155)",46.448066,-90.184155
14224,CLEARVIEW BRAIN INJURY CENTER,WI,52A461,130,Dodge,5.0,"198 COUNTY
JUNEAU, WI 53039
(43.415505, -88.698746)",43.415505,-88.698746
14227,SARATOGA CARE CENTER LLC,WY,535055,30,Carbon,5.0,"207 EAST HOLLY AVENUE
SARATOGA, WY 82331
(41.443715, -106.805141)",41.443715,-106.805141
14232,SOUTH LINCOLN NURSING CENTER,WY,53A051,110,Lincoln,5.0,"711 ONYX STREET
KEMMERER, WY 83101
(41.78958, -110.540607)",41.78958,-110.540607
14246,VICTORIA CARE CENTER,CA,555107,200,Los Angeles,5.0,"3541 PUENTE AVENUE
BALDWIN PARK, CA 91706
(34.077632, -117.954142)",34.077632,-117.954142
14249,KINGSLEY MANOR CARE CENTER,CA,555086,200,Los Angeles,5.0,"1055 N KINGSLEY DR
LOS ANGELES, CA 90029
(34.089956, -118.303264)",34.089956,-118.303264
14251,IVINSON MEMORIAL HOSPITAL EXTENDED CARE FACILITY,WY,535035,0,Albany,5.0,"255 N 30TH STREET
LARAMIE, WY 82072
(41.31139, -105.557512)",41.31139,-105.557512
14253,DOVE HEALTHCARE - OSSEO,WI,525709,600,Trempealeau,5.0,"13025 EIGHTH ST
OSSEO, WI 54758
(44.57809, -91.213784)",44.57809,-91.213784
14257,BEACHSIDE NURSING CENTER,CA,555027,400,Orange,5.0,"7781 GARFIELD AVENUE
HUNTINGTON BEACH, CA 92648
(33.686708, -117.992303)",33.686708,-117.992303
14261,DOVE HEALTHCARE - RICE LAKE,WI,525715,20,Barron,5.0,"910 BEAR PAW AVE
RICE LAKE, WI 54868
(45.511948, -91.757502)",45.511948,-91.757502
14262,ST JOHN'S NURSING HOME,WY,535046,190,Teton,5.0,"625 EAST BROADWAY
JACKSON, WY 83001
(43.479687, -110.748923)",43.479687,-110.748923
14263,PROVIDENCE MCCLURE,CA,555067,0,Alameda,5.0,"2910 MCCLURE STREET
OAKLAND, CA 94609
(37.818359, -122.266361)",37.818359,-122.266361
14265,SOUTHLAND,CA,555070,200,Los Angeles,5.0,"11701 STUDEBAKER ROAD
NORWALK, CA 90650
(33.926412, -118.099342)",33.926412,-118.099342
14267,NEIGHBORS - EAST NEIGHBORHOOD (THE),WI,525713,160,Dunn,5.0,"658 HOWISON CIRCLE
MENOMONIE, WI 54751
(44.896395, -91.924263)",44.896395,-91.924263
14268,ST JOHN KRONSTADT CONVALESCENT CENTER,CA,555016,0,Alameda,5.0,"4432 JAMES AVENUE
CASTRO VALLEY, CA 94546
(37.706618, -122.06984)",37.706618,-122.06984
14269,LODI NURSING & REHABILITATION,CA,555049,490,San Joaquin,5.0,"1334 S HAM LANE
LODI, CA 95242
(38.11593, -121.288032)",38.11593,-121.288032
14272,TREMPEALEAU CTY HCC IMD,WI,52A407,600,Trempealeau,5.0,"W20298 STATE RD
WHITEHALL, WI 54773
(44.37069, -91.35479)",44.37069,-91.35479
14275,WESTON COUNTY HEALTH SERVICES,WY,535023,220,Weston,5.0,"1124 WASHINGTON BLVD
NEWCASTLE, WY 82701
(43.848726, -104.190116)",43.848726,-104.190116
14276,CUMBERLAND MEM HSPTL ECU,WI,525712,20,Barron,5.0,"1110 7TH AVE
CUMBERLAND, WI 54829
(45.530985, -92.029659)",45.530985,-92.029659
14280,PACIFIC CONVALESCENT CENTER,CA,555054,200,Los Angeles,5.0,"1323 17TH STREET
SANTA MONICA, CA 90404
(34.027164, -118.483757)",34.027164,-118.483757
14282,LIFE CARE CENTER OF CHEYENNE,WY,535032,100,Laramie,5.0,"1330 PRAIRIE AVENUE
CHEYENNE, WY 82009
(41.164151, -104.808193)",41.164151,-104.808193
14283,DEL MAR CONVALESCENT HOSPITAL,CA,555081,200,Los Angeles,5.0,"3136 NORTH DEL MAR AVENUE
ROSEMEAD, CA 91770
(34.06535, -118.099502)",34.06535,-118.099502
14291,NORWOOD HEALTH CENTER-PATHWAYS,WI,52A460,700,Wood,5.0,"1600 N CHESTNUT AVE
MARSHFIELD, WI 54449
(44.682063, -90.164903)",44.682063,-90.164903
14292,LOTUS CARE CENTER,CA,555040,200,Los Angeles,5.0,"6011 WEST BLVD
LOS ANGELES, CA 90043
(33.985282, -118.335205)",33.985282,-118.335205
14293,SHERIDAN MANOR,WY,535026,160,Sheridan,5.0,"1851 BIG HORN AVE
SHERIDAN, WY 82801
(44.777898, -106.95776)",44.777898,-106.95776
14296,TRACY NURSING AND REHABILITATION CENTER,CA,555080,490,San Joaquin,5.0,"545 WEST BEVERLY PLACE
TRACY, CA 95376
(37.745312, -121.433842)",37.745312,-121.433842
14300,ST ANN REST HOME,WI,52A431,390,Milwaukee,5.0,"2020 S MUSKEGO AVE
MILWAUKEE, WI 53204
(43.007912, -87.941656)",43.007912,-87.941656
14303,EDEN REHAB SUITES AND GREEN HOUSE HOMES,WI,525704,690,Winnebago,5.0,"3151 EDEN CT
OSHKOSH, WI 54904
(44.007616, -88.611257)",44.007616,-88.611257
14306,ALLIANCE CHERRYLEE CENTER,CA,555106,200,Los Angeles,5.0,"5053 NORTH PECK RD
EL MONTE, CA 91732
(34.095043, -118.012555)",34.095043,-118.012555
14307,WI VETERANS HOME AT CHIPPEWA FALLS,WI,525708,80,Chippewa,5.0,"2175 E PARK AVE
CHIPPEWA FALLS, WI 54729
(44.929845, -91.358178)",44.929845,-91.358178
14312,MISSION AT CASTLE ROCK REHABILITATION CENTER,WY,535033,180,Sweetwater,5.0,"1445 UINTA DRIVE
GREEN RIVER, WY 82935
(41.508302, -109.476004)",41.508302,-109.476004
14313,NORWOOD HEALTH CTR-CENTRAL,WI,52A251,700,Wood,5.0,"1600 N CHESTNUT AVE
MARSHFIELD, WI 54449
(44.682063, -90.164903)",44.682063,-90.164903
14319,STAR VALLEY CARE CENTER,WY,53A050,110,Lincoln,5.0,"110 HOSPITAL LANE
AFTON, WY 83110
(42.71616, -110.930902)",42.71616,-110.930902
14321,GOLDEN STATE COLONIAL HEALTHCARE CENTER,CA,555011,200,Los Angeles,5.0,"10830 OXNARD STREET
NORTH HOLLYWOOD, CA 91606
(34.179423, -118.367019)",34.179423,-118.367019
14327,CASA DORINDA,CA,555023,520,Santa Barbara,5.0,"300 HOT SPRINGS RD
SANTA BARBARA, CA 93108
(34.428937, -119.64081)",34.428937,-119.64081
14329,SUBACUTE/SARATOGA,CA,555204,530,Santa Clara,5.0,"13425 SOUSA LANE
SARATOGA, CA 95070
(37.272841, -121.996168)",37.272841,-121.996168
14334,AVIARA HEALTHCARE CENTER,CA,555323,470,San Diego,5.0,"944 REGAL ROAD
ENCINITAS, CA 92024
(33.040317, -117.281521)",33.040317,-117.281521
14335,ENGLISH OAKS CONV & REHAB HOSPITAL,CA,555190,600,Stanislaus,5.0,"2633 WEST RUMBLE RD
MODESTO, CA 95350
(37.682229, -121.043964)",37.682229,-121.043964
14337,BANNING HEALTHCARE,CA,555319,430,Riverside,5.0,"3476 W WILSON ST
BANNING, CA 92220
(33.932476, -116.914904)",33.932476,-116.914904
14345,SAINT CLAIRE'S NURSING CENTER,CA,555160,440,Sacramento,5.0,"6248 66TH AVENUE
SACRAMENTO, CA 95823
(38.492422, -121.431577)",38.492422,-121.431577
14347,HIGHLAND PARK SKILLED NURSING AND WELLNESS CENTER,CA,555165,200,Los Angeles,5.0,"5125 MONTE VISTA ST
LOS ANGELES, CA 90042
(34.108249, -118.201568)",34.108249,-118.201568
14350,LAKE PARK RETIREMENT RESIDENCE,CA,555113,0,Alameda,5.0,"1850 ALICE STREET
OAKLAND, CA 94612
(37.805521, -122.264514)",37.805521,-122.264514
14351,NORTHPOINTE HEALTHCARE CENTRE,CA,555179,90,Fresno,5.0,"668 E BULLARD
FRESNO, CA 93710
(36.823077, -119.775405)",36.823077,-119.775405
14356,SUN MAR NURSING CENTER,CA,555266,400,Orange,5.0,"1720 WEST ORANGE AVENUE
ANAHEIM, CA 92804
(33.825224, -117.942417)",33.825224,-117.942417
14358,OAKHURST HEALTHCARE & WELLNESS CENTRE,CA,555115,300,Madera,5.0,"40131 HIGHWAY
OAKHURST, CA 93644
(37.33433, -119.66102)",37.33433,-119.66102
14360,THE BRADLEY COURT,CA,555140,470,San Diego,5.0,"675 E BRADLEY
EL CAJON, CA 92021
(32.819112, -116.952251)",32.819112,-116.952251
14362,EXTENDED CARE HOSP WESTMINSTER,CA,555211,400,Orange,5.0,"206 HOSPITAL CIRCLE
WESTMINSTER, CA 92683
(33.762401, -117.994612)",33.762401,-117.994612
14368,UNIVERSITY POST-ACUTE REHAB,CA,555265,440,Sacramento,5.0,"2120 STOCKTON BLVD
SACRAMENTO, CA 95817
(38.558445, -121.461356)",38.558445,-121.461356
14371,POWAY HEALTHCARE CENTER,CA,555136,470,San Diego,5.0,"15632 POMERADO ROAD
POWAY, CA 92064
(32.997432, -117.057985)",32.997432,-117.057985
14372,ST ANDREWS HEALTHCARE,CA,555218,200,Los Angeles,5.0,"2300 W WASHINGTON BLVD
LOS ANGELES, CA 90018
(34.039923, -118.311788)",34.039923,-118.311788
14374,LINCOLN SQUARE POST ACUTE CARE,CA,555186,490,San Joaquin,5.0,"1032 N LINCOLN STREET
STOCKTON, CA 95203
(37.961892, -121.300448)",37.961892,-121.300448
14375,OAK RIVER REHAB,CA,555147,550,Shasta,5.0,"3300 FRANKLIN STREET
ANDERSON, CA 96007
(40.448092, -122.310922)",40.448092,-122.310922
14376,CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER,CA,555326,470,San Diego,5.0,"11895 AVENUE
SAN DIEGO, CA 92128
(32.99056, -117.07526)",32.99056,-117.07526
14378,ARARAT CONVALESCENT HOSPITAL,CA,555126,200,Los Angeles,5.0,"2373 COLORADO BLVD
LOS ANGELES, CA 90041
(34.139873, -118.218262)",34.139873,-118.218262
14384,VILLA RANCHO BERNARDO CARE CENTER,CA,555318,470,San Diego,5.0,"15720 BERNARDO CENTER DRIVE
SAN DIEGO, CA 92127
(33.004995, -117.093878)",33.004995,-117.093878
14386,CHERRY VALLEY HEALTHCARE,CA,555309,430,Riverside,5.0,"5800 WEST WILSON STREET
BANNING, CA 92220
(33.93273, -116.941718)",33.93273,-116.941718
14387,AUBURN OAKS CARE CENTER,CA,555219,410,Placer,5.0,"3400 BELL ROAD
AUBURN, CA 95603
(38.941849, -121.109969)",38.941849,-121.109969
14388,"OAKS, THE",CA,555127,590,Sonoma,5.0,"450 HAYES LANE
PETALUMA, CA 94952
(38.221956, -122.648953)",38.221956,-122.648953
14389,VILLA MARIN,CA,555227,310,Marin,5.0,"100 THORNDALE DRIVE
SAN RAFAEL, CA 94903
(38.003906, -122.548882)",38.003906,-122.548882
14391,WHITE MEMORIAL MEDICAL CTR DP,CA,555312,200,Los Angeles,5.0,"1720 CESAR E CHAVEZ AVENUE
LOS ANGELES, CA 90033
(34.051079, -118.217347)",34.051079,-118.217347
14392,ESKATON CARE CENTER FAIR OAKS,CA,555153,440,Sacramento,5.0,"11300 FAIR OAKS BLVD
FAIR OAKS, CA 95628
(38.657298, -121.264345)",38.657298,-121.264345
14394,MERCY RETIREMENT & CARE CENTER,CA,555189,0,Alameda,5.0,"3431 FOOTHILL BLVD
OAKLAND, CA 94601
(37.782721, -122.219821)",37.782721,-122.219821
14398,ST. PAULS HEALTH CARE CENTER,CA,555144,470,San Diego,5.0,"235 NUTMEG STREET
SAN DIEGO, CA 92103
(32.733474, -117.162586)",32.733474,-117.162586
14399,THE REHABILITATION CENTER OF OAKLAND,CA,555313,0,Alameda,5.0,"210 40TH STREET WAY
OAKLAND, CA 94611
(37.826899, -122.254985)",37.826899,-122.254985
14401,SAINT FRANCIS MED CTR DP,CA,555238,200,Los Angeles,5.0,"3630 IMPERIAL HWY
LYNWOOD, CA 90262
(33.931016, -118.203834)",33.931016,-118.203834
14402,VILLA POMERADO D/P SNF,CA,555301,470,San Diego,5.0,"15615 POMERADO RD
POWAY, CA 92064
(32.997812, -117.05783)",32.997812,-117.05783
14409,DRIFTWOOD HEALTHCARE CENTER,CA,555114,200,Los Angeles,5.0,"4109 EMERALD ST
TORRANCE, CA 90503
(33.841352, -118.357193)",33.841352,-118.357193
14411,GOLD COUNTRY HEALTH CENTER,CA,555180,80,El Dorado,5.0,"4301 GOLDEN CENTER DRIVE
PLACERVILLE, CA 95667
(38.706693, -120.828715)",38.706693,-120.828715
