Federal Provider Number,Provider Name,Provider City,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Automatic Sprinkler Systems in All Required Areas,Location,Processing Date,Latitude,Longitude,Adjusted Total Nurse Staffing Hours per Resident per Day,performance_id
395251,MANORCARE HEALTH SERVICES-SHADYSIDE,PITTSBURGH,15232,Allegheny,For profit - Corporation,150,141,Medicare and Medicaid,False,Yes,"5609 FIFTH AVENUE
PITTSBURGH, PA 15232
(40.449537, -79.930615)",09/01/2016,40.449537,-79.930615,3.178,9804
395252,GOLDEN LIVINGCENTER-YORK TERRACE,POTTSVILLE,17901,Schuylkill,For profit - Corporation,80,73,Medicare and Medicaid,False,Yes,"2401 WEST MARKET STREET
POTTSVILLE, PA 17901
(40.673098, -76.232625)",09/01/2016,40.673098,-76.232625,2.68968,9805
395295,GOLDEN LIVINGCENTER-MURRYSVILLE,MURRYSVILLE,15668,Westmoreland,For profit - Partnership,120,109,Medicare and Medicaid,False,Yes,"3300 LOGAN FERRY ROAD
MURRYSVILLE, PA 15668
(40.431261, -79.698293)",09/01/2016,40.431261,-79.698293,2.75385,9806
395279,PINECREST MANOR,ST MARYS,15857,Elk,Non profit - Corporation,138,128,Medicare and Medicaid,True,Yes,"763 JOHNSONBURG RD
ST MARYS, PA 15857
(41.426857, -78.576794)",09/01/2016,41.426857,-78.576794,3.61071,8814
395429,MANORCARE HEALTH SERVICES-BETHLEHEM (2021),BETHLEHEM,18017,Lehigh,For profit - Corporation,227,205,Medicare and Medicaid,False,Yes,"2021 WESTGATE DRIVE
BETHLEHEM, PA 18017
(40.640213, -75.407379)",09/01/2016,40.640213,-75.407379,3.06917,9807
395311,BRYN MAWR EXTENDED CARE CENTER,BRYN MAWR,19010,Delaware,For profit - Corporation,160,137,Medicare and Medicaid,False,Yes,"956 RAILROAD AVENUE
BRYN MAWR, PA 19010
(40.015966, -75.317272)",09/01/2016,40.015966,-75.317272,3.43427,9808
395298,GUARDIAN HEALTHCARE AND REHABILITATION CENTER,NANTICOKE,18634,Luzerne,For profit - Corporation,110,90,Medicare and Medicaid,False,Yes,"147 OLD NEWPORT STREET
NANTICOKE, PA 18634
(41.192139, -76.018139)",09/01/2016,41.192139,-76.018139,3.33771,9809
395243,LAUREL RIDGE CENTER,UNIONTOWN,15401,Fayette,For profit - Partnership,61,57,Medicare and Medicaid,False,Yes,"75 HICKLE STREET
UNIONTOWN, PA 15401
(39.893207, -79.712838)",09/01/2016,39.893207,-79.712838,2.89549,8803
395421,BERWICK RETIREMENT VILLAGE NRS,BERWICK,18603,Columbia,For profit - Corporation,240,139,Medicare and Medicaid,True,Yes,"801 EAST 16TH STREET
BERWICK, PA 18603
(41.070526, -76.229486)",09/01/2016,41.070526,-76.229486,3.30338,9810
395321,RYDAL PARK OF PHILADELPHIA PRS,RYDAL,19046,Montgomery,Non profit - Corporation,114,82,Medicare and Medicaid,False,Yes,"1515 FAIRWAY
RYDAL, PA 19046
(40.107423, -75.114456)",09/01/2016,40.107423,-75.114456,4.8481,9811
395331,MOUNTAIN LAUREL NRC,CLEARFIELD,16830,Clearfield,Non profit - Corporation,240,203,Medicare and Medicaid,False,Yes,"700 LEONARD STREET
CLEARFIELD, PA 16830
(41.022376, -78.410168)",09/01/2016,41.022376,-78.410168,2.98992,9812
395282,ST FRANCIS CENTER FOR REHABILITATION & HEALTHCARE,DARBY,19023,Delaware,For profit - Corporation,273,257,Medicare and Medicaid,False,Yes,"1412 LANSDOWNE AVENUE
DARBY, PA 19023
(39.92533, -75.267462)",09/01/2016,39.92533,-75.267462,3.76085,9813
395223,GOLDEN LIVINGCENTER-WEST SHORE,CAMP HILL,17011,Cumberland,For profit - Partnership,309,201,Medicare and Medicaid,False,Yes,"770 POPLAR CHURCH ROAD
CAMP HILL, PA 17011
(40.25754, -76.920108)",09/01/2016,40.25754,-76.920108,3.21886,9814
395285,BARNES-KASSON COUNTY HOSPITAL,SUSQUEHANNA,18847,Susquehanna,Non profit - Other,58,53,Medicare and Medicaid,False,Yes,"2872 TURNPIKE STREET
SUSQUEHANNA, PA 18847
(41.947372, -75.594016)",09/01/2016,41.947372,-75.594016,3.55045,9815
395273,GOLDEN LIVINGCENTER-SCRANTON,SCRANTON,18510,Lackawanna,For profit - Corporation,139,120,Medicare and Medicaid,False,Yes,"824 ADAMS AVENUE
SCRANTON, PA 18510
(41.415062, -75.653481)",09/01/2016,41.415062,-75.653481,2.96954,9816
395260,CARBONDALE NURSING AND REHABILITATION CENTER,CARBONDALE,18407,Lackawanna,For profit - Corporation,115,110,Medicare and Medicaid,False,Yes,"10 HART PLACE
CARBONDALE, PA 18407
(41.582895, -75.501795)",09/01/2016,41.582895,-75.501795,3.30292,9817
395433,GOLDEN LIVINGCENTER-TUNKHANNOCK,TUNKHANNOCK,18657,Wyoming,For profit - Partnership,124,111,Medicare and Medicaid,False,Yes,"30 VIRGINIA DRIVE
TUNKHANNOCK, PA 18657
(41.542462, -75.959826)",09/01/2016,41.542462,-75.959826,2.99782,9818
395232,HOSPITALITY CARE CENTER OF HER,HERMITAGE,16148,Mercer,For profit - Corporation,33,28,Medicare and Medicaid,False,Yes,"3726 EAST STATE STREET
HERMITAGE, PA 16148
(41.234286, -80.440959)",09/01/2016,41.234286,-80.440959,3.62751,9819
395203,PROSPECT PARK HEALTH AND REHABILITATION CENTER,PROSPECT PARK,19076,Delaware,For profit - Partnership,180,145,Medicare and Medicaid,False,Yes,"815 CHESTER PIKE
PROSPECT PARK, PA 19076
(39.881899, -75.307216)",09/01/2016,39.881899,-75.307216,3.42842,9820
395202,BROOMALL MANOR,BROOMALL,19008,Delaware,For profit - Corporation,123,55,Medicare and Medicaid,False,Yes,"43 CHURCH LANE
BROOMALL, PA 19008
(39.982501, -75.357342)",09/01/2016,39.982501,-75.357342,2.88601,3491
395458,CLARVIEW NURSING AND REHAB CEN,SLIGO,16255,Clarion,Non profit - Corporation,120,106,Medicare and Medicaid,False,Yes,"14663 ROUTE
SLIGO, PA 16255
(41.110788, -79.464869)",09/01/2016,41.110788,-79.464869,3.03744,9821
395403,HARRISON SENIOR LIVING OF CHRISTIANA,CHRISTIANA,17509,Lancaster,For profit - Corporation,139,106,Medicare and Medicaid,False,Yes,"41 NEWPORT AVENUE
CHRISTIANA, PA 17509
(39.958289, -75.991228)",09/01/2016,39.958289,-75.991228,4.02167,9822
395329,WILLIAM HOOD DUNWOODY CARE CTR,NEWTOWN SQUARE,19073,Delaware,Non profit - Corporation,81,74,Medicare,False,Yes,"3500 WEST CHESTER PIKE
NEWTOWN SQUARE, PA 19073
(39.985013, -75.392656)",09/01/2016,39.985013,-75.392656,5.67639,9823
395413,WESLEY ENHANCED LIVING PENNYPACK PARK,PHILADELPHIA,19152,Philadelphia,Non profit - Corporation,120,115,Medicare and Medicaid,False,Yes,"8401 ROOSEVELT BOULEVARD
PHILADELPHIA, PA 19152
(40.063019, -75.042271)",09/01/2016,40.063019,-75.042271,3.19458,9824
395405,QUAKERTOWN CENTER,QUAKERTOWN,18951,Bucks,For profit - Corporation,138,127,Medicare and Medicaid,False,Yes,"1020 SOUTH MAIN STREET
QUAKERTOWN, PA 18951
(40.430182, -75.344162)",09/01/2016,40.430182,-75.344162,2.94197,9825
395446,TOWNE MANOR EAST,NORRISTOWN,19401,Montgomery,For profit - Corporation,120,108,Medicare and Medicaid,False,Yes,"2004 OLD ARCH ROAD
NORRISTOWN, PA 19401
(40.129162, -75.321048)",09/01/2016,40.129162,-75.321048,2.60302,9826
395333,GUTHRIE TOWANDA MEMORIAL HOSPITAL SKILLED NURSING,TOWANDA,18848,Bradford,Non profit - Other,68,61,Medicare and Medicaid,True,Yes,"91 HOSPITAL DRIVE
TOWANDA, PA 18848
(41.783818, -76.448562)",09/01/2016,41.783818,-76.448562,4.00193,9827
395436,HICKORY HOUSE NURSING HOME,HONEY BROOK,19344,Chester,For profit - Partnership,110,92,Medicare and Medicaid,False,Yes,"3120 HORSESHOE PIKE
HONEY BROOK, PA 19344
(40.079166, -75.86418)",09/01/2016,40.079166,-75.86418,3.82746,9828
395318,"GREEN HOME, INC, THE",WELLSBORO,16901,Tioga,Non profit - Corporation,120,103,Medicare and Medicaid,False,Yes,"37 CENTRAL AVENUE
WELLSBORO, PA 16901
(41.745703, -77.299568)",09/01/2016,41.745703,-77.299568,3.49247,9829
395237,WYOMISSING HEALTH AND REHABILITATION CENTER,READING,19611,Berks,For profit - Corporation,103,87,Medicare and Medicaid,False,Yes,"1000 EAST WYOMISSING BLVD
READING, PA 19611
(40.322649, -75.947989)",09/01/2016,40.322649,-75.947989,3.60519,9830
395435,WESTMORELAND MANOR,GREENSBURG,15601,Westmoreland,Government - County,408,383,Medicare and Medicaid,False,Yes,"2480 SOUTH GRAND BLVD
GREENSBURG, PA 15601
(40.270362, -79.558916)",09/01/2016,40.270362,-79.558916,3.36361,9831
395224,HAMILTON ARMS CENTER,LANCASTER,17603,Lancaster,For profit - Partnership,94,86,Medicare and Medicaid,False,Yes,"336 SOUTH WEST END AVENUE
LANCASTER, PA 17603
(40.03433, -76.324592)",09/01/2016,40.03433,-76.324592,4.54934,9832
395325,MORAVIAN MANOR,LITITZ,17543,Lancaster,Non profit - Corporation,127,120,Medicare and Medicaid,False,Yes,"300 WEST LEMON STREET
LITITZ, PA 17543
(40.153079, -76.311767)",09/01/2016,40.153079,-76.311767,4.41949,330
395461,TUCKER HOUSE NURSING AND REHABILITATION CENTER,PHILADELPHIA,19123,Philadelphia,For profit - Partnership,180,173,Medicare and Medicaid,False,Yes,"1001 11 WALLACE STREET
PHILADELPHIA, PA 19123
(39.964073, -75.154495)",09/01/2016,39.964073,-75.154495,3.34786,4682
395456,GOLDEN LIVINGCENTER-SUMMIT,WILKES BARRE,18701,Luzerne,For profit - Partnership,120,98,Medicare and Medicaid,False,Yes,"50 N PENNSYLVANIA AVE
WILKES BARRE, PA 18701
(41.244258, -75.878143)",09/01/2016,41.244258,-75.878143,3.24308,9833
395414,LACKAWANNA HEALTH AND REHAB CENTER,OLYPHANT,18447,Lackawanna,For profit - Partnership,272,192,Medicare and Medicaid,False,Yes,"108 TERRACE DRIVE
OLYPHANT, PA 18447
(41.492139, -75.589784)",09/01/2016,41.492139,-75.589784,3.12544,9834
395235,FOULKEWAYS AT GWYNEDD,GWYNEDD,19436,Montgomery,Non profit - Corporation,52,42,Medicare,False,Yes,"1120 MEETINGHOUSE ROAD
GWYNEDD, PA 19436
(40.205289, -75.254737)",09/01/2016,40.205289,-75.254737,4.4404,1876
395408,LAUREL CENTER,HAMBURG,19526,Berks,For profit - Corporation,130,124,Medicare and Medicaid,False,Yes,"125 HOLLY ROAD
HAMBURG, PA 19526
(40.558911, -76.011037)",09/01/2016,40.558911,-76.011037,3.19463,5203
395319,MANATAWNY MANOR,POTTSTOWN,19464,Montgomery,Non profit - Corporation,133,130,Medicare and Medicaid,False,Yes,"724 POTTSTOWN
PA 19464
(40.256913, -75.638888)",09/01/2016,40.256913,-75.638888,3.27589,9835
395262,GOLDEN LIVINGCENTER-WESTERN RESERVE,ERIE,16509,Erie,For profit - Partnership,133,102,Medicare and Medicaid,False,Yes,"1521 WEST 54TH STREET
ERIE, PA 16509
(42.075862, -80.088797)",09/01/2016,42.075862,-80.088797,3.20549,9836
395459,CRESTVIEW CENTER,LANGHORNE,19047,Bucks,For profit - Partnership,180,175,Medicare and Medicaid,False,Yes,"262 TOLL GATE ROAD
LANGHORNE, PA 19047
(40.207514, -74.923796)",09/01/2016,40.207514,-74.923796,3.09017,9837
395445,MESSIAH LIFEWAYS AT MESSIAH VILLAGE,MECHANICSBURG,17055,Cumberland,Non profit - Church related,184,171,Medicare and Medicaid,False,Yes,"100 MOUNT ALLEN DRIVE
MECHANICSBURG, PA 17055
(40.188399, -76.978487)",09/01/2016,40.188399,-76.978487,4.17347,9838
395265,"PAVILION AT ST LUKE VILLAGE, THE",HAZLETON,18201,Luzerne,For profit - Corporation,120,105,Medicare and Medicaid,False,Yes,"1000 STACIE DRIVE
HAZLETON, PA 18201
(40.943018, -75.950177)",09/01/2016,40.943018,-75.950177,3.32256,9839
395309,MANORCARE HEALTH SERVICES-YORK SOUTH,YORK,17402,York,For profit - Corporation,151,137,Medicare and Medicaid,False,Yes,"200 PAULINE DRIVE
YORK, PA 17402
(39.931452, -76.685112)",09/01/2016,39.931452,-76.685112,3.14453,9840
395406,LUTHER ACRES MANOR,LITITZ,17543,Lancaster,Non profit - Corporation,106,100,Medicare and Medicaid,False,Yes,"400 SAINT LUKE DR
LITITZ, PA 17543
(40.152382, -76.292479)",09/01/2016,40.152382,-76.292479,3.97374,9841
395423,FORBES CENTER FOR REHAB AND HEALTHCARE LLC,PITTSBURGH,15206,Allegheny,For profit - Corporation,187,118,Medicare and Medicaid,False,Yes,"6655 FRANKSTOWN AVENUE
PITTSBURGH, PA 15206
(40.459057, -79.909604)",09/01/2016,40.459057,-79.909604,2.9407,9842
395448,BUCKTAIL MEDICAL CENTER,RENOVO,17764,Clinton,Non profit - Corporation,43,38,Medicare and Medicaid,False,Yes,"1001 PINE STREET
RENOVO, PA 17764
(41.326938, -77.737445)",09/01/2016,41.326938,-77.737445,3.85555,6555
395283,RIVERWOODS,LEWISBURG,17837,Union,Non profit - Corporation,226,141,Medicare and Medicaid,False,Yes,"3201 RIVER ROAD
LEWISBURG, PA 17837
(40.979138, -76.8834)",09/01/2016,40.979138,-76.8834,3.99208,9843
395297,HUNTINGDON HILLS REHABILITATION AND NURSING CENTER,HUNTINGDON,16652,Huntingdon,For profit - Corporation,93,90,Medicare and Medicaid,False,Yes,"1229 WARM SPRINGS AVENUE
HUNTINGDON, PA 16652
(40.493709, -78.013877)",09/01/2016,40.493709,-78.013877,3.10677,9844
395296,MEADOWVIEW REHABILITATION AND NURSING CENTER,WHITE MARSH,19128,Philadelphia,For profit - Corporation,244,202,Medicare and Medicaid,False,Yes,"9209 RIDGE PIKE
WHITE MARSH, PA 19128
(40.074168, -75.243958)",09/01/2016,40.074168,-75.243958,5.06819,9845
395247,GOLDEN LIVINGCENTER-GETTYSBURG,GETTYSBURG,17325,Adams,For profit - Partnership,102,98,Medicare and Medicaid,False,Yes,"741 CHAMBERSBURG ROAD
GETTYSBURG, PA 17325
(39.840993, -77.258549)",09/01/2016,39.840993,-77.258549,3.28488,9846
395259,STATESMAN HEALTH AND REHAB CEN,LEVITTOWN,19056,Bucks,Non profit - Corporation,101,91,Medicare and Medicaid,False,Yes,"2629 TRENTON ROAD
LEVITTOWN, PA 19056
(40.166489, -74.878785)",09/01/2016,40.166489,-74.878785,3.33072,3017
395227,BROOKSIDE HEALTHCARE & REHABILITATION CENTER,ROSLYN,19001,Montgomery,For profit - Individual,120,101,Medicare and Medicaid,False,Yes,"2630 WOODLAND ROAD
ROSLYN, PA 19001
(40.132178, -75.137892)",09/01/2016,40.132178,-75.137892,3.44367,9847
395316,ST LUKE'S REHABILITATION AND NURSING CENTER,COALDALE,18218,Schuylkill,Non profit - Other,48,44,Medicare and Medicaid,True,Yes,"360 WEST RUDDLE STREET
COALDALE, PA 18218
(40.821619, -75.914152)",09/01/2016,40.821619,-75.914152,3.12904,9102
395416,ROSEWOOD REHABILITATION & NURSING CENTER,SCHUYLKILL HAVEN,17972,Schuylkill,For profit - Corporation,142,122,Medicare and Medicaid,False,Yes,"401 UNIVERSITY DRIVE
SCHUYLKILL HAVEN, PA 17972
(40.641758, -76.167492)",09/01/2016,40.641758,-76.167492,2.92763,9848
395266,BEAVER VALLEY HEALTH AND REHABILITATION CENTER,BEAVER FALLS,15010,Beaver,Non profit - Corporation,120,114,Medicare and Medicaid,False,Yes,"257 GEORGETOWN ROAD
BEAVER FALLS, PA 15010
(40.76752, -80.42787)",09/01/2016,40.76752,-80.42787,3.28498,9849
395277,GOLDEN LIVINGCENTER-DOYLESTOWN,DOYLESTOWN,18901,Bucks,For profit - Corporation,120,94,Medicare and Medicaid,False,Yes,"432 MAPLE STREET
DOYLESTOWN, PA 18901
(40.315828, -75.121248)",09/01/2016,40.315828,-75.121248,3.57291,9850
395231,NUGENT CONVALESCENT HOME,HERMITAGE,16148,Mercer,For profit - Corporation,105,94,Medicare and Medicaid,False,Yes,"500 CLARKSVILLE ROAD
HERMITAGE, PA 16148
(41.240717, -80.468464)",09/01/2016,41.240717,-80.468464,3.04473,9851
395334,CHESTNUT HILL LODGE HEALTH AND REHAB CTR,WYNDMOOR,19038,Montgomery,For profit - Corporation,181,159,Medicare and Medicaid,False,Yes,"8833 STENTON AVENUE
WYNDMOOR, PA 19038
(40.084197, -75.208416)",09/01/2016,40.084197,-75.208416,3.40977,9852
395248,TRANSITIONS HEALTHCARE AUTUMN GROVE CARE CENTER,HARRISVILLE,16038,Butler,For profit - Corporation,103,95,Medicare and Medicaid,False,Yes,"555 SOUTH MAIN STREET
HARRISVILLE, PA 16038
(41.128945, -80.008944)",09/01/2016,41.128945,-80.008944,3.71457,9853
395324,LITTLE FLOWER MANOR OF DIOCESE,WILKES BARRE,18702,Luzerne,Non profit - Church related,133,126,Medicare and Medicaid,False,Yes,"200 S MEADE STREET
WILKES BARRE, PA 18702
(41.233424, -75.87995)",09/01/2016,41.233424,-75.87995,3.61502,9854
395258,SILVER LAKE CENTER,BRISTOL,19007,Bucks,Non profit - Corporation,174,167,Medicare and Medicaid,False,Yes,"905 TOWER ROAD
BRISTOL, PA 19007
(40.107301, -74.869744)",09/01/2016,40.107301,-74.869744,2.60409,9855
395438,SPIRITRUST LUTHERAN THE VILLAGE AT SHREWSBURY,SHREWSBURY,17361,York,Non profit - Corporation,100,92,Medicare and Medicaid,False,Yes,"200 LUTHER ROAD
SHREWSBURY, PA 17361
(39.751428, -76.679537)",09/01/2016,39.751428,-76.679537,3.2309,9856
395451,MANORCARE HEALTH SERVICES-DALLASTOWN,DALLASTOWN,17313,York,For profit - Corporation,202,181,Medicare and Medicaid,False,Yes,"100 WEST QUEEN STREET
DALLASTOWN, PA 17313
(39.898535, -76.645111)",09/01/2016,39.898535,-76.645111,3.14532,9857
395558,ST MONICA CENTER FOR REHABILITATION & HEALTHCARE,PHILADELPHIA,19148,Philadelphia,For profit - Corporation,180,175,Medicare and Medicaid,False,Yes,"2509 SOUTH FOURTH STREET
PHILADELPHIA, PA 19148
(39.916834, -75.154597)",09/01/2016,39.916834,-75.154597,3.28882,9858
415004,ROYAL OF WESTERLY NURSING CENTER,WESTERLY,2891,Washington,For profit - Corporation,66,56,Medicare and Medicaid,False,Yes,"79 BEACH STREET
WESTERLY, RI 02891
(41.362145, -71.828779)",09/01/2016,41.362145,-71.828779,4.89423,9859
395609,ROUSE WARREN COUNTY HOME,YOUNGSVILLE,16371,Warren,Government - County,176,171,Medicare and Medicaid,False,Yes,"701 ROUSE AVENUE
YOUNGSVILLE, PA 16371
(41.844243, -79.302528)",09/01/2016,41.844243,-79.302528,4.16362,9860
395542,MOUNTAIN TOP HEALTHCARE AND REHABILITATION  CENTER,MOUNTAIN TOP,18707,Luzerne,For profit - Corporation,106,101,Medicare and Medicaid,False,Yes,"185 SOUTH MOUNTAIN BOULEVARD
MOUNTAIN TOP, PA 18707
(41.151224, -75.894816)",09/01/2016,41.151224,-75.894816,2.71509,9861
395564,RIVERSIDE REHABILITATION AND NURSING CENTER,TAYLOR,18517,Lackawanna,For profit - Corporation,161,132,Medicare and Medicaid,False,Yes,"500 WEST HOSPITAL STREET
TAYLOR, PA 18517
(41.379869, -75.725685)",09/01/2016,41.379869,-75.725685,3.22179,9862
415059,ORCHARD VIEW MANOR NURSING & REHABILITATION CENTER,EAST PROVIDENCE,2915,Providence,For profit - Corporation,166,157,Medicare and Medicaid,False,Yes,"135 TRIPPS LANE
EAST PROVIDENCE, RI 02915
(41.790597, -71.355231)",09/01/2016,41.790597,-71.355231,4.12511,9863
415062,MORGAN HEALTH CENTER,JOHNSTON,2919,Providence,For profit - Corporation,120,106,Medicare and Medicaid,False,Yes,"80 MORGAN AVENUE
JOHNSTON, RI 02919
(41.802401, -71.475022)",09/01/2016,41.802401,-71.475022,3.40298,9864
395520,WESLEY ENHANCED LIVING - DOYLESTOWN,DOYLESTOWN,18901,Bucks,Non profit - Corporation,60,59,Medicare and Medicaid,False,Yes,"200 VETERANS LANE
DOYLESTOWN, PA 18901
(40.320361, -75.133595)",09/01/2016,40.320361,-75.133595,3.85435,9865
395537,GLENDALE UPTOWN HOME,PHILADELPHIA,19152,Philadelphia,For profit - Partnership,240,234,Medicare and Medicaid,False,Yes,"7800 BUSTLETON AVENUE
PHILADELPHIA, PA 19152
(40.055399, -75.053797)",09/01/2016,40.055399,-75.053797,3.35848,9866
395535,LAUREL SQUARE HEALTHCARE AND REHABILITATION CENTER,PHILADELPHIA,19126,Montgomery,For profit - Corporation,87,83,Medicare and Medicaid,False,Partial,"1018 20 OAK LANE AVENUE
PHILADELPHIA, PA 19126
(40.055004, -75.135439)",09/01/2016,40.055004,-75.135439,4.01255,9867
415061,BRENTWOOD NURSING HOME,WARWICK,2886,Kent,For profit - Corporation,96,91,Medicare and Medicaid,False,Yes,"4000 POST ROAD
WARWICK, RI 02886
(41.682338, -71.450766)",09/01/2016,41.682338,-71.450766,3.31972,9868
395538,CONSULATE HEALTH CARE OF CHESWICK,CHESWICK,15024,Allegheny,For profit - Corporation,121,85,Medicare and Medicaid,False,Yes,"3876 SAXONBURG BOULEVARD
CHESWICK, PA 15024
(40.597199, -79.872028)",09/01/2016,40.597199,-79.872028,4.14814,9869
405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,VEGA BAJA,693,Vega Baja,For profit - Corporation,45,22,Medicare,True,Yes,"5 BO
VEGA BAJA, PR 00693
(18.485171, -66.417606)",09/01/2016,18.485171,-66.417606,3.74183,9870
395634,SOUDERTON MENNONITE HOMES,SOUDERTON,18964,Montgomery,Non profit - Corporation,71,69,Medicare and Medicaid,False,Yes,"207 WEST SUMMIT AVENUE
SOUDERTON, PA 18964
(40.309792, -75.332997)",09/01/2016,40.309792,-75.332997,3.86952,9871
395607,GOLDEN LIVINGCENTER-SHIPPENVILLE,SHIPPENVILLE,16254,Clarion,For profit - Partnership,120,71,Medicare and Medicaid,False,Yes,"21158 PAINT BOULEVARD
SHIPPENVILLE, PA 16254
(41.2408, -79.427639)",09/01/2016,41.2408,-79.427639,3.08247,9872
415041,WOONSOCKET HEALTH CENTRE,WOONSOCKET,2895,Providence,For profit - Corporation,150,141,Medicare and Medicaid,False,Yes,"262 POPLAR STREET
WOONSOCKET, RI 02895
(42.008072, -71.48806)",09/01/2016,42.008072,-71.48806,3.94846,9873
415049,HEBERT NURSING HOME,SMITHFIELD,2917,Providence,For profit - Corporation,133,120,Medicare and Medicaid,False,Yes,"180 LOG ROAD
SMITHFIELD, RI 02917
(41.91057, -71.551513)",09/01/2016,41.91057,-71.551513,4.40711,9874
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,PAWTUCKET,2861,Providence,For profit - Corporation,154,151,Medicare and Medicaid,False,Yes,"70 GILL AVENUE
PAWTUCKET, RI 02861
(41.862783, -71.352044)",09/01/2016,41.862783,-71.352044,3.54931,9875
395469,MANORCARE HEALTH SERVICES-ELIZABETHTOWN,ELIZABETHTOWN,17022,Lancaster,For profit - Corporation,73,63,Medicare and Medicaid,False,Yes,"320 SOUTH MARKET STREET
ELIZABETHTOWN, PA 17022
(40.147647, -76.603453)",09/01/2016,40.147647,-76.603453,2.90642,9876
395562,TEL HAI RETIREMENT COMMUNITY,HONEY BROOK,19344,Chester,Non profit - Corporation,139,134,Medicare and Medicaid,False,Yes,"1200 TEL HAI CIRCLE
HONEY BROOK, PA 19344
(40.061496, -75.885406)",09/01/2016,40.061496,-75.885406,3.51362,9877
415057,ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD,SOUTH KINGSTOWN,2883,Washington,For profit - Partnership,80,71,Medicare and Medicaid,False,Yes,"981 KINGSTOWN ROAD
SOUTH KINGSTOWN, RI 02883
(41.44981, -71.492324)",09/01/2016,41.44981,-71.492324,4.37355,9878
395628,RENAISSANCE HEALTHCARE & REHABILITATION CENTER,PHILADELPHIA,19143,Philadelphia,For profit - Corporation,123,112,Medicare and Medicaid,False,Yes,"4712 CHESTER AVENUE
PHILADELPHIA, PA 19143
(39.945249, -75.215009)",09/01/2016,39.945249,-75.215009,3.23004,9879
395502,OAKWOOD HEIGHTS,OIL CITY,16301,Venango,Non profit - Corporation,106,102,Medicare and Medicaid,False,Yes,"10 VO TECH DRIVE
OIL CITY, PA 16301
(41.426492, -79.688807)",09/01/2016,41.426492,-79.688807,4.06179,680
395660,CLAREMONT NRC OF CUMBERLAND CO,CARLISLE,17013,Cumberland,Government - County,282,258,Medicare and Medicaid,False,Yes,"1000 CLAREMONT ROAD
CARLISLE, PA 17013
(40.214405, -77.160251)",09/01/2016,40.214405,-77.160251,3.44907,9880
395625,HOLY FAMILY RESIDENCE,SCRANTON,18509,Lackawanna,Non profit - Corporation,54,54,Medicare and Medicaid,False,Yes,"2500 ADAMS AVENUE
SCRANTON, PA 18509
(41.436316, -75.633536)",09/01/2016,41.436316,-75.633536,4.43548,7398
415039,HERITAGE HILLS NURSING & REHABILITATION CENTER,SMITHFIELD,2917,Providence,For profit - Corporation,95,80,Medicare and Medicaid,False,Yes,"80 DOUGLAS PIKE
SMITHFIELD, RI 02917
(41.877547, -71.471658)",09/01/2016,41.877547,-71.471658,3.92571,7433
395574,BELLE HAVEN HEALTHCARE AND REHABILITATION CEN,QUAKERTOWN,18951,Bucks,For profit - Limited Liability company,59,57,Medicare and Medicaid,False,Yes,"1320 MILL ROAD
QUAKERTOWN, PA 18951
(40.436883, -75.352618)",09/01/2016,40.436883,-75.352618,2.64611,9881
415020,GRANDVIEW CENTER,CUMBERLAND,2864,Providence,For profit - Corporation,72,69,Medicare and Medicaid,False,Yes,"100 CHAMBERS STREET
CUMBERLAND, RI 02864
(41.906828, -71.396925)",09/01/2016,41.906828,-71.396925,3.5409,221
395500,MOUNTAINVIEW SPECIALTY CARE CENTER,GREENSBURG,15601,Westmoreland,For profit - Corporation,137,125,Medicare and Medicaid,False,Yes,"227 SAND HILL ROAD
GREENSBURG, PA 15601
(40.281481, -79.448693)",09/01/2016,40.281481,-79.448693,3.21667,9882
395506,"GARDENS AT PALMYRA, THE",PALMYRA,17078,Lebanon,For profit - Partnership,39,35,Medicare and Medicaid,False,Yes,"341 NORTH RAILROAD ST
PALMYRA, PA 17078
(40.311642, -76.599337)",09/01/2016,40.311642,-76.599337,3.05895,9883
395613,FALLING SPRING NURSING AND REH,CHAMBERSBURG,17201,Franklin,For profit - Partnership,186,170,Medicare and Medicaid,False,Yes,"201 FRANKLIN FARM LANE
CHAMBERSBURG, PA 17201
(39.928989, -77.629798)",09/01/2016,39.928989,-77.629798,3.89662,9884
395590,THE GARDENS AT LITITZ,LITITZ,17543,Lancaster,For profit - Partnership,42,35,Medicare and Medicaid,False,Yes,"125 SOUTH BROAD STREET
LITITZ, PA 17543
(40.154825, -76.307152)",09/01/2016,40.154825,-76.307152,4.19209,9885
415035,HOPKINS MANOR LTD,NORTH PROVIDENCE,2904,Providence,For profit - Corporation,200,167,Medicare and Medicaid,False,Yes,"610 SMITHFIELD ROAD
NORTH PROVIDENCE, RI 02904
(41.865082, -71.467505)",09/01/2016,41.865082,-71.467505,4.08271,9886
415066,CRA-MAR MEADOWS,CRANSTON,2920,Providence,For profit - Corporation,41,28,Medicare and Medicaid,False,Yes,"575 SEVEN MILE ROAD
CRANSTON, RI 02920
(41.80522, -71.445497)",09/01/2016,41.80522,-71.445497,4.00703,9887
